Temperature,Humidity,Moisture,Soil Type,Nitrogen,pH,Crop Type
17.0,68.0,43.3,clayey,141.8,6.66,Wheat
20.2,60.5,42.9,loamy,161.1,6.47,Wheat
24.1,70.3,52.2,clayey,133.6,6.67,Soybean
19.5,63.3,50.9,loamy,161.1,6.65,Corn
11.8,56.2,23.5,sandy,117.3,6.64,Cherry
16.3,63.4,32.0,loamy,215.3,7.15,Rapeseed
28.2,40.3,17.1,sandy,69.5,6.88,Peach
11.1,50.5,23.6,sandy,99.4,6.74,Barley
24.0,32.6,15.2,red,166.2,6.62,Peach
13.0,58.7,40.0,black,171.2,6.67,Rapeseed
10.7,53.0,30.5,loamy,63.0,5.78,Rye
16.9,58.2,40.9,clayey,231.3,7.32,Sugar Beet
12.6,50.3,29.9,loamy,101.8,7.4,Barley
11.3,66.6,25.1,loamy,117.8,6.44,Barley
17.6,58.7,49.5,loamy,202.9,6.38,Corn
15.4,72.1,38.2,black,202.7,6.97,Wheat
21.7,62.1,44.8,clayey,148.2,6.17,Soybean
8.8,60.3,16.2,clayey,77.7,5.6,Rye
19.6,61.1,39.6,black,180.5,6.52,Wheat
19.2,49.9,31.7,black,162.1,6.68,Sunflower
25.0,41.0,15.5,loamy,108.3,6.95,Peach
18.9,47.3,40.5,black,106.1,7.02,Sunflower
12.7,54.9,30.1,clayey,110.3,6.85,Barley
14.1,66.7,36.3,loamy,146.0,6.89,Wheat
15.7,60.6,36.5,sandy,132.1,6.33,Cherry
27.9,39.3,27.2,red,95.4,6.69,Peach
20.9,63.8,47.4,loamy,222.9,6.56,Sugar Beet
10.3,64.2,43.5,loamy,237.7,6.7,Rapeseed
26.1,48.5,17.4,loamy,114.7,6.62,Peach
17.3,62.6,51.7,sandy,168.5,5.92,Corn
22.0,68.3,42.8,sandy,99.1,6.53,Soybean
17.3,72.6,58.7,sandy,128.0,6.01,Potato
22.9,45.4,33.2,black,127.8,6.41,Sunflower
19.9,65.3,64.4,loamy,118.2,6.76,Soybean
24.0,75.0,70.5,loamy,169.9,6.06,Tomato
14.5,64.6,47.7,black,138.8,6.67,Rapeseed
17.0,79.0,61.1,loamy,82.4,5.89,Potato
24.9,75.2,63.4,loamy,174.8,6.12,Tomato
24.4,77.3,67.4,red,170.6,5.66,Tomato
9.4,64.1,19.1,loamy,76.5,5.79,Rye
10.1,61.6,24.7,loamy,104.0,7.21,Barley
14.7,56.3,30.8,sandy,113.7,6.64,Cherry
24.6,41.3,26.4,black,126.0,6.57,Sunflower
21.7,70.9,59.2,black,110.8,6.56,Soybean
9.5,51.0,16.7,sandy,43.9,6.02,Rye
17.8,56.4,44.1,loamy,143.0,6.87,Sugar Beet
24.6,43.3,27.3,loamy,127.4,7.0,Peach
24.8,66.3,63.0,sandy,182.7,6.11,Tomato
15.8,68.5,44.6,loamy,188.9,6.2,Rapeseed
19.7,67.9,48.8,loamy,254.1,7.36,Sugar Beet
22.5,54.5,55.4,sandy,203.4,6.1,Corn
16.4,62.0,35.9,clayey,183.8,6.06,Rapeseed
22.9,52.4,21.2,loamy,138.7,6.94,Sunflower
21.4,65.5,37.1,black,196.5,7.48,Sugar Beet
11.2,49.5,28.4,clayey,89.7,6.49,Barley
15.1,73.2,40.1,clayey,106.3,5.92,Oats
11.2,70.0,38.9,clayey,175.7,6.56,Wheat
21.3,47.9,33.0,sandy,130.3,7.15,Sunflower
14.6,60.2,41.7,loamy,172.0,7.01,Rapeseed
12.0,49.5,27.5,sandy,98.2,7.67,Barley
18.3,66.8,45.1,loamy,145.8,6.77,Wheat
23.2,55.0,33.0,loamy,114.5,6.7,Sunflower
20.7,63.3,40.0,black,281.4,6.78,Sugar Beet
24.3,48.0,30.5,black,95.0,6.3,Sunflower
26.5,72.1,67.3,loamy,152.1,6.48,Tomato
14.3,65.4,35.9,loamy,167.5,6.82,Wheat
13.6,54.4,32.3,loamy,89.2,7.68,Barley
21.2,71.2,56.9,black,128.5,6.04,Soybean
15.5,71.3,64.1,sandy,114.5,5.3,Potato
25.2,66.1,65.8,red,220.0,6.33,Tomato
23.4,69.4,57.7,loamy,129.1,6.48,Soybean
19.2,59.5,40.9,black,200.6,7.15,Sugar Beet
9.7,78.2,43.5,loamy,104.0,6.35,Oats
13.5,69.3,46.4,clayey,111.9,6.12,Oats
19.1,62.3,30.1,black,184.8,6.88,Rapeseed
20.0,53.9,28.9,loamy,128.1,6.71,Sunflower
21.8,51.7,29.9,black,126.3,7.36,Sunflower
24.9,84.4,60.0,loamy,183.8,5.83,Tomato
17.8,65.6,41.5,loamy,131.4,6.59,Wheat
10.7,57.7,27.0,clayey,119.9,7.0,Barley
22.7,76.7,76.0,loamy,152.8,6.11,Tomato
10.8,51.8,12.2,sandy,45.0,5.14,Rye
14.0,74.0,60.5,loamy,131.8,5.65,Potato
16.2,45.9,33.2,loamy,114.6,6.92,Cherry
13.5,76.8,62.6,black,147.3,5.97,Potato
14.3,50.9,39.8,black,95.9,6.75,Cherry
11.9,55.2,19.9,sandy,97.0,7.28,Barley
19.5,76.5,60.2,sandy,121.0,4.95,Potato
21.8,58.8,45.7,black,169.2,6.31,Corn
25.5,45.8,24.9,black,110.4,6.14,Peach
12.3,73.9,54.3,clayey,111.6,6.04,Oats
19.0,79.4,52.8,loamy,119.1,5.8,Potato
27.5,43.0,26.9,sandy,106.9,6.67,Peach
27.5,39.9,22.3,sandy,128.7,6.39,Peach
24.9,88.4,61.9,black,161.8,6.4,Tomato
28.1,42.3,16.2,loamy,109.3,6.45,Peach
12.3,50.4,38.0,loamy,63.6,6.43,Cherry
27.5,44.4,26.0,loamy,153.5,6.33,Peach
25.4,48.6,28.9,black,149.8,6.37,Sunflower
7.1,56.9,19.7,sandy,83.3,5.95,Rye
20.0,65.9,61.3,black,111.1,6.4,Soybean
27.5,33.6,23.9,loamy,108.8,6.49,Peach
17.2,66.1,35.4,clayey,118.1,6.38,Wheat
14.5,49.1,21.3,sandy,101.7,6.24,Cherry
15.0,61.6,50.3,clayey,241.3,7.71,Sugar Beet
12.3,51.8,35.6,loamy,62.5,7.21,Barley
24.2,62.6,62.5,black,193.0,6.05,Corn
23.5,42.8,28.0,black,145.4,6.7,Sunflower
13.0,42.7,34.9,loamy,86.6,7.03,Barley
15.8,50.5,33.5,loamy,88.3,6.57,Cherry
26.3,80.9,64.3,loamy,206.9,6.33,Tomato
21.2,73.1,62.0,loamy,133.4,5.83,Potato
22.1,46.2,30.0,black,107.3,6.04,Sunflower
16.2,62.9,42.8,clayey,141.8,6.64,Wheat
28.5,33.6,22.4,loamy,138.2,6.44,Peach
25.2,73.9,48.2,red,150.7,5.87,Tomato
20.5,68.9,52.5,black,165.9,6.13,Corn
14.5,76.2,64.0,loamy,137.5,5.85,Potato
18.3,63.7,43.7,black,190.8,7.4,Sugar Beet
10.7,59.1,35.4,sandy,112.1,7.18,Barley
14.5,70.8,53.4,sandy,90.2,6.04,Oats
18.7,61.3,46.6,loamy,162.5,6.5,Wheat
18.2,62.3,42.1,black,218.6,7.43,Sugar Beet
13.9,68.7,51.0,clayey,99.8,5.99,Oats
9.9,44.6,27.4,sandy,86.9,5.36,Rye
13.2,76.0,39.7,loamy,145.1,6.21,Rapeseed
26.6,45.5,23.3,loamy,121.4,6.24,Peach
16.7,73.3,60.0,loamy,136.4,5.56,Potato
10.9,72.0,48.0,clayey,100.8,5.7,Oats
26.1,72.7,63.9,loamy,196.7,5.99,Tomato
22.9,64.1,42.8,clayey,274.4,7.03,Sugar Beet
14.1,70.7,46.6,clayey,97.8,5.52,Oats
12.2,60.9,47.3,loamy,202.8,7.09,Rapeseed
16.7,73.8,43.5,clayey,99.8,6.35,Oats
21.4,50.3,27.7,loamy,130.2,6.52,Cherry
25.5,48.8,23.4,loamy,128.9,6.84,Peach
18.0,56.5,35.7,sandy,77.8,6.76,Barley
22.8,72.5,56.6,loamy,128.0,6.69,Soybean
10.7,58.3,27.1,sandy,75.9,5.5,Rye
27.6,37.2,21.0,loamy,132.5,7.04,Peach
19.3,77.2,53.9,sandy,118.8,5.75,Potato
17.6,81.6,52.9,sandy,105.8,5.83,Potato
13.5,68.8,53.9,loamy,110.4,5.89,Oats
25.4,62.8,25.8,black,147.9,6.67,Sunflower
11.8,57.8,28.7,sandy,65.6,7.45,Barley
23.2,75.7,57.6,loamy,151.7,5.79,Tomato
27.3,77.3,55.0,red,174.0,6.11,Tomato
8.4,55.4,22.8,black,90.0,7.44,Barley
21.5,44.8,34.3,sandy,134.2,6.55,Sunflower
16.8,60.3,43.9,loamy,177.4,6.44,Wheat
19.1,51.3,51.1,black,199.7,6.21,Corn
16.1,69.3,47.7,loamy,161.0,6.08,Wheat
24.3,49.3,29.3,clayey,139.7,7.19,Sunflower
14.0,64.2,36.5,black,173.8,6.59,Wheat
25.2,68.5,56.5,loamy,203.2,6.16,Tomato
10.3,58.7,17.0,clayey,71.6,6.2,Rye
11.0,57.7,22.8,loamy,66.4,6.42,Rye
23.3,68.4,47.7,loamy,201.8,6.83,Sugar Beet
17.4,60.9,35.9,loamy,124.1,6.75,Rapeseed
13.1,69.7,43.6,clayey,106.6,6.93,Wheat
13.1,53.9,19.2,loamy,76.3,6.95,Barley
17.9,72.3,66.1,loamy,137.1,5.74,Potato
15.8,57.3,27.8,clayey,76.6,6.96,Barley
18.4,62.8,44.3,black,201.8,7.04,Sugar Beet
21.2,60.2,51.1,sandy,210.6,6.39,Corn
10.5,62.9,22.6,clayey,127.3,7.23,Barley
10.6,48.2,24.8,loamy,85.1,6.83,Barley
17.7,64.8,31.1,loamy,190.2,6.35,Rapeseed
24.8,80.2,57.7,loamy,173.7,6.32,Tomato
3.9,58.9,11.2,sandy,60.6,5.87,Rye
25.3,69.8,55.4,loamy,118.9,6.85,Soybean
13.2,56.1,39.2,loamy,164.0,6.66,Rapeseed
13.1,60.3,41.0,loamy,124.3,6.6,Wheat
19.3,59.3,62.5,black,60.2,6.51,Soybean
22.9,55.1,55.4,black,185.8,6.2,Corn
12.8,58.6,48.4,clayey,158.8,6.62,Wheat
15.1,62.2,39.1,black,152.1,6.98,Sugar Beet
11.7,60.8,24.4,sandy,55.6,5.53,Rye
29.4,34.3,15.1,sandy,123.2,6.79,Peach
16.1,77.5,42.3,clayey,153.6,6.48,Wheat
16.1,59.5,22.2,loamy,109.7,6.95,Barley
12.0,63.6,39.4,loamy,140.2,6.51,Wheat
21.5,56.2,43.1,loamy,246.0,7.29,Sugar Beet
13.0,64.6,37.2,clayey,228.1,6.36,Rapeseed
9.9,54.9,18.6,clayey,78.3,6.11,Rye
19.3,61.2,46.8,black,129.4,6.77,Soybean
25.2,72.8,65.5,loamy,204.6,5.81,Tomato
23.9,63.3,49.0,loamy,193.2,6.17,Corn
23.2,67.6,65.1,black,157.9,6.35,Tomato
16.7,51.5,30.3,sandy,81.6,6.61,Cherry
21.6,59.8,59.9,clayey,149.4,6.2,Corn
14.9,53.0,25.5,sandy,126.7,6.71,Cherry
23.7,67.5,59.5,loamy,111.4,6.82,Soybean
26.2,41.9,21.8,red,123.7,6.84,Peach
13.0,72.6,44.7,loamy,125.8,6.66,Wheat
21.7,57.9,65.1,loamy,178.6,6.2,Corn
14.9,62.9,35.2,clayey,206.5,6.85,Rapeseed
15.8,60.9,35.4,loamy,229.4,7.11,Sugar Beet
18.3,62.9,45.2,loamy,218.1,6.83,Sugar Beet
25.0,42.8,29.5,sandy,121.1,6.54,Peach
10.9,77.9,63.6,sandy,148.4,5.67,Potato
8.2,56.0,15.1,sandy,74.2,5.65,Rye
14.8,62.2,36.8,loamy,202.4,6.48,Rapeseed
13.2,58.3,40.1,loamy,229.6,6.34,Rapeseed
26.2,80.5,66.1,red,172.8,5.81,Tomato
25.3,55.7,35.0,red,137.4,5.65,Sunflower
17.7,70.7,37.9,loamy,147.2,6.76,Wheat
22.2,62.5,49.5,loamy,207.8,7.41,Sugar Beet
5.3,50.1,26.4,sandy,76.7,5.59,Rye
26.5,76.8,76.7,red,208.1,6.72,Tomato
12.1,62.6,34.9,sandy,182.7,6.82,Rapeseed
13.2,75.9,37.0,loamy,138.6,6.14,Oats
23.3,70.6,55.0,loamy,107.1,5.97,Soybean
23.3,65.6,56.0,black,84.4,6.91,Soybean
10.1,65.4,19.3,clayey,71.9,5.27,Rye
21.1,59.8,48.1,clayey,208.7,6.05,Corn
27.2,70.0,69.9,loamy,179.4,5.81,Tomato
20.4,54.3,25.2,loamy,113.1,7.34,Cherry
18.0,62.1,48.1,clayey,229.9,7.3,Sugar Beet
20.7,59.4,55.6,black,180.3,5.65,Corn
15.4,44.1,27.4,clayey,92.7,6.44,Cherry
25.0,65.8,65.9,red,146.2,6.3,Tomato
19.0,74.5,55.8,clayey,193.6,5.48,Potato
25.4,72.2,70.2,black,187.3,5.83,Tomato
21.0,49.4,23.1,black,94.3,6.8,Sunflower
23.3,72.0,59.2,loamy,102.8,5.72,Soybean
23.7,68.0,65.1,loamy,200.8,5.97,Tomato
8.6,52.2,21.8,sandy,57.5,6.13,Rye
16.4,65.5,57.5,loamy,152.0,5.8,Potato
15.6,77.0,61.1,clayey,143.7,5.82,Potato
11.2,59.8,52.9,loamy,97.3,6.67,Oats
20.9,49.4,53.2,loamy,172.1,6.2,Corn
13.9,64.7,46.6,clayey,229.9,6.57,Rapeseed
16.3,66.8,34.4,loamy,240.0,6.85,Sugar Beet
11.6,79.3,42.5,clayey,129.9,5.79,Oats
11.6,77.2,48.0,sandy,91.7,6.29,Oats
15.3,60.8,43.5,black,118.8,5.84,Wheat
19.2,59.6,57.6,loamy,143.5,6.08,Corn
22.9,47.2,24.6,red,105.8,6.66,Sunflower
24.5,63.8,60.8,black,131.8,6.39,Soybean
9.6,61.1,18.0,loamy,58.1,5.56,Rye
17.7,61.3,44.2,clayey,252.8,7.27,Sugar Beet
20.1,61.1,37.6,sandy,222.1,7.15,Sugar Beet
17.6,58.1,42.0,red,234.0,7.37,Sugar Beet
14.2,74.5,50.3,red,114.9,5.82,Oats
23.3,59.6,47.9,clayey,285.2,7.27,Sugar Beet
24.7,44.6,23.9,black,87.9,6.4,Sunflower
11.0,55.4,31.7,clayey,171.8,6.19,Rapeseed
23.6,51.8,24.7,loamy,155.1,6.63,Sunflower
29.5,74.9,59.4,black,192.6,6.14,Tomato
10.0,45.5,21.3,loamy,81.5,5.68,Rye
5.9,52.1,24.0,loamy,59.2,5.94,Rye
20.4,54.4,22.0,black,151.0,7.07,Sunflower
18.1,63.3,45.0,black,188.0,7.15,Sugar Beet
18.7,73.5,56.2,loamy,112.1,5.6,Potato
13.3,66.4,52.1,clayey,126.8,5.81,Oats
10.1,55.6,32.6,sandy,104.3,6.64,Barley
14.5,56.5,36.2,black,186.2,6.48,Rapeseed
24.7,56.7,25.4,clayey,111.2,6.32,Sunflower
21.9,43.4,23.5,black,140.8,6.6,Sunflower
14.9,58.1,40.6,loamy,169.1,6.54,Rapeseed
20.9,72.0,32.6,clayey,227.1,7.48,Sugar Beet
21.1,68.7,55.8,loamy,181.4,5.59,Soybean
12.5,68.2,52.4,loamy,153.0,6.36,Rapeseed
14.3,73.7,51.2,clayey,110.3,6.22,Oats
15.5,73.2,41.2,loamy,113.2,5.9,Oats
25.2,69.3,66.6,loamy,176.6,6.33,Tomato
8.7,60.5,21.6,sandy,53.8,5.58,Rye
27.1,43.0,28.1,loamy,151.1,6.42,Peach
17.1,63.3,38.9,clayey,141.3,6.31,Wheat
8.9,46.1,19.1,sandy,69.9,6.73,Cherry
10.0,47.8,14.5,clayey,128.9,6.99,Barley
12.6,69.9,44.4,loamy,122.1,5.93,Oats
23.8,49.1,28.1,black,89.1,6.95,Sunflower
9.2,71.9,49.9,loamy,79.8,5.8,Oats
12.8,74.1,40.8,loamy,106.3,6.13,Oats
22.1,59.3,45.9,loamy,204.9,7.03,Sugar Beet
16.8,46.8,27.6,loamy,91.1,6.59,Cherry
11.2,48.9,21.9,loamy,47.5,6.16,Rye
18.6,61.4,34.4,loamy,178.1,7.1,Rapeseed
9.1,57.0,18.2,sandy,83.0,6.17,Rye
28.3,77.1,59.6,loamy,186.3,6.01,Tomato
8.3,56.4,33.2,sandy,55.1,5.87,Rye
21.5,72.1,49.6,black,103.3,6.57,Soybean
14.0,74.0,36.1,loamy,116.0,7.06,Wheat
26.7,41.8,21.6,clayey,95.1,6.61,Peach
23.8,59.4,27.6,loamy,112.6,6.89,Peach
17.1,75.9,68.3,sandy,137.3,6.25,Potato
28.0,74.2,69.4,loamy,182.5,6.28,Tomato
16.0,49.2,32.9,loamy,104.3,6.25,Cherry
10.0,43.7,28.8,loamy,93.0,7.04,Barley
18.4,60.2,46.4,black,153.7,6.86,Sugar Beet
25.3,34.9,22.0,sandy,126.1,6.1,Peach
12.2,57.5,42.6,clayey,202.2,6.46,Rapeseed
17.1,50.8,34.4,loamy,98.8,6.43,Cherry
15.9,54.0,36.5,sandy,65.9,6.82,Cherry
9.0,56.4,20.9,loamy,36.5,6.11,Rye
7.6,52.7,33.1,sandy,57.3,6.22,Rye
17.8,65.2,41.3,clayey,179.3,6.27,Wheat
23.5,51.5,33.6,black,139.8,7.06,Sunflower
20.8,60.6,55.1,loamy,163.3,5.75,Corn
22.4,64.7,53.9,black,94.6,6.72,Soybean
13.5,64.5,41.9,clayey,153.0,6.51,Wheat
24.3,43.6,27.3,black,127.0,6.71,Sunflower
24.5,69.2,62.0,loamy,201.7,6.25,Tomato
25.2,52.7,35.9,black,115.9,6.59,Sunflower
12.3,75.3,47.0,clayey,129.3,5.94,Oats
22.1,55.3,42.9,sandy,233.0,6.98,Sugar Beet
18.6,62.7,44.1,black,229.4,6.96,Sugar Beet
22.5,69.3,62.0,black,95.4,6.2,Soybean
26.6,71.2,50.3,black,115.4,6.45,Soybean
23.5,76.1,60.4,red,193.0,6.42,Tomato
25.2,66.0,54.2,loamy,115.3,6.09,Soybean
23.0,47.8,29.7,red,149.3,7.21,Peach
16.4,60.3,46.3,loamy,206.5,7.03,Sugar Beet
21.6,65.8,55.6,black,115.9,6.92,Soybean
21.5,47.7,53.0,loamy,191.0,6.0,Corn
18.7,85.0,56.2,sandy,86.9,6.19,Potato
8.4,56.4,12.7,sandy,62.7,5.52,Rye
13.4,68.4,53.5,loamy,98.8,6.32,Oats
9.9,58.9,16.5,sandy,63.0,5.7,Rye
5.4,59.9,17.6,sandy,63.6,5.98,Rye
10.1,64.2,18.3,sandy,89.4,6.08,Rye
9.9,60.8,17.5,sandy,73.0,5.48,Rye
18.8,70.6,69.2,loamy,99.3,5.91,Potato
23.9,39.5,17.7,sandy,112.8,6.12,Peach
16.0,50.9,24.6,red,93.0,6.47,Cherry
20.7,72.8,51.5,loamy,101.6,6.97,Soybean
24.4,67.3,59.9,red,183.6,6.27,Tomato
22.1,57.8,27.0,black,143.5,7.47,Sunflower
19.6,76.3,66.2,loamy,223.5,6.28,Tomato
8.7,52.1,22.8,sandy,56.7,6.02,Rye
17.6,64.2,51.7,black,197.7,6.92,Sugar Beet
16.8,72.0,55.2,loamy,119.8,5.85,Potato
9.3,58.0,18.1,clayey,52.6,5.51,Rye
24.9,38.7,20.8,loamy,112.2,6.93,Peach
20.7,56.4,56.0,loamy,168.6,6.21,Corn
11.6,58.5,19.5,sandy,68.0,6.42,Rye
24.5,70.7,60.0,loamy,220.3,6.31,Tomato
17.5,77.8,61.6,loamy,136.5,5.6,Potato
11.1,56.9,23.8,loamy,64.2,5.31,Rye
16.5,55.4,26.8,black,93.0,6.03,Cherry
16.9,54.2,20.9,loamy,134.6,6.33,Cherry
12.6,59.3,36.1,clayey,224.7,6.29,Rapeseed
21.5,51.2,20.8,sandy,92.6,6.51,Cherry
10.9,73.5,50.0,clayey,94.4,5.69,Oats
15.8,50.9,28.6,black,121.1,6.52,Cherry
12.5,75.0,47.0,clayey,145.2,6.21,Oats
13.8,41.1,29.6,loamy,91.6,6.75,Cherry
13.5,66.4,42.7,clayey,120.2,6.39,Wheat
19.8,46.0,23.4,loamy,84.2,6.45,Peach
23.6,53.1,37.9,black,136.4,6.7,Sunflower
27.7,40.5,20.1,sandy,128.0,6.32,Peach
11.0,42.9,32.8,sandy,106.5,7.02,Barley
12.7,47.2,35.3,loamy,138.8,6.45,Cherry
12.1,59.6,18.9,clayey,109.1,7.08,Barley
23.1,47.0,34.3,black,160.5,7.03,Sunflower
22.0,56.0,60.0,black,189.5,6.26,Corn
19.2,62.2,38.9,loamy,248.2,6.91,Sugar Beet
12.0,84.9,56.1,loamy,122.2,5.75,Potato
15.8,57.4,35.5,loamy,168.2,6.65,Rapeseed
24.2,59.0,54.9,loamy,102.0,6.43,Soybean
15.6,47.0,27.8,loamy,72.8,6.04,Cherry
7.5,62.3,25.2,sandy,56.2,5.98,Rye
24.4,44.4,27.4,loamy,134.2,6.35,Peach
12.2,52.7,21.1,loamy,112.1,6.89,Barley
17.3,60.0,32.1,loamy,147.6,6.28,Wheat
16.4,56.8,31.5,sandy,113.4,6.48,Cherry
10.5,49.2,38.5,sandy,83.4,6.85,Cherry
23.1,64.5,48.7,sandy,184.9,6.05,Corn
25.9,64.5,56.0,black,107.3,6.49,Soybean
10.2,58.4,31.0,sandy,50.7,6.28,Rye
8.0,52.8,29.8,sandy,117.9,7.28,Barley
10.4,74.3,54.6,clayey,119.3,6.21,Oats
26.4,73.2,61.9,red,162.6,5.77,Tomato
20.5,69.3,50.7,black,93.9,5.92,Soybean
14.3,61.5,44.4,sandy,169.4,6.71,Wheat
13.6,75.7,51.2,sandy,122.5,5.3,Potato
15.2,46.8,30.2,sandy,91.8,6.87,Cherry
14.4,48.5,24.2,clayey,128.9,6.88,Barley
13.7,68.2,39.4,loamy,117.0,6.6,Wheat
12.8,51.1,21.9,loamy,105.8,6.64,Barley
23.5,68.4,59.2,sandy,120.4,6.03,Soybean
20.4,63.3,40.1,clayey,180.2,7.08,Sugar Beet
24.4,71.8,68.1,loamy,189.8,6.41,Tomato
23.1,66.6,50.8,loamy,107.1,6.35,Soybean
23.9,50.0,25.5,black,113.0,5.93,Sunflower
11.9,65.6,36.4,loamy,162.9,6.59,Wheat
21.5,65.0,35.7,loamy,185.1,7.18,Sugar Beet
27.7,49.2,26.9,loamy,112.2,6.69,Peach
26.1,60.1,54.8,black,101.3,6.06,Soybean
6.4,53.7,11.8,loamy,63.1,5.7,Rye
13.5,63.9,39.6,loamy,213.6,6.88,Rapeseed
17.7,74.4,38.9,clayey,161.9,6.35,Wheat
13.9,75.9,47.5,clayey,90.2,6.17,Oats
22.5,57.4,58.3,black,128.3,5.88,Corn
14.0,79.4,46.2,black,82.1,6.37,Oats
12.9,88.1,57.3,sandy,115.7,6.14,Potato
7.0,64.9,28.5,sandy,59.5,5.91,Rye
15.9,68.8,35.7,loamy,135.1,6.68,Wheat
21.2,70.3,51.7,black,104.8,6.33,Soybean
15.5,83.8,62.7,sandy,156.4,5.64,Potato
22.1,62.0,46.6,loamy,198.4,7.09,Sugar Beet
11.0,46.7,30.3,loamy,100.6,6.83,Barley
12.6,52.9,24.2,black,106.0,6.47,Cherry
7.9,63.7,27.1,sandy,47.9,5.39,Rye
20.0,59.1,39.8,black,205.2,6.8,Sugar Beet
17.7,65.5,42.6,clayey,167.1,6.43,Wheat
26.3,56.3,29.1,loamy,88.3,6.83,Sunflower
14.2,67.2,42.0,clayey,95.0,5.82,Oats
9.6,57.4,16.1,sandy,51.3,5.24,Rye
7.8,65.0,18.0,loamy,55.9,5.74,Rye
14.2,64.4,56.8,sandy,111.6,6.08,Oats
15.2,68.6,42.4,loamy,144.3,6.86,Wheat
11.6,70.4,54.5,sandy,111.8,6.26,Oats
20.6,53.3,29.8,black,128.9,6.23,Sunflower
16.5,63.3,33.8,loamy,123.8,6.81,Wheat
12.4,72.1,42.3,sandy,105.2,6.26,Oats
14.6,77.1,50.9,clayey,134.2,6.51,Oats
16.2,52.1,22.6,clayey,124.6,6.95,Cherry
23.1,48.7,32.8,black,144.2,6.64,Sunflower
15.9,66.1,36.4,loamy,145.5,6.41,Wheat
7.4,67.0,21.6,sandy,86.0,5.44,Rye
15.3,69.1,40.2,loamy,174.7,6.37,Rapeseed
25.1,55.6,28.9,black,155.8,6.6,Sunflower
10.6,61.7,35.8,loamy,80.2,6.16,Rye
24.6,34.8,29.4,red,123.0,6.81,Peach
20.4,64.3,47.8,black,236.9,7.4,Sugar Beet
27.5,41.8,23.0,sandy,136.0,6.77,Peach
11.4,46.0,26.5,loamy,137.8,6.49,Barley
17.5,56.2,42.0,loamy,176.2,6.83,Rapeseed
11.5,58.9,24.5,sandy,63.5,5.94,Rye
17.2,81.2,56.8,sandy,140.2,5.69,Potato
17.9,76.8,49.6,loamy,171.3,6.28,Wheat
14.2,55.1,37.4,loamy,182.4,6.57,Rapeseed
13.3,76.3,53.4,clayey,118.2,6.09,Oats
26.6,70.8,64.5,red,170.7,6.25,Tomato
24.5,38.9,28.2,black,132.1,6.42,Sunflower
17.3,68.1,36.8,loamy,161.9,6.6,Wheat
19.9,58.5,45.6,black,211.7,7.32,Sugar Beet
12.6,77.1,59.8,loamy,132.5,5.07,Potato
12.5,70.3,43.4,black,113.6,6.32,Wheat
15.2,67.9,47.5,clayey,97.3,5.93,Oats
14.8,61.3,40.6,clayey,85.1,6.07,Oats
21.2,52.2,54.6,black,224.1,5.86,Corn
12.9,73.4,45.2,black,81.7,5.98,Oats
11.2,55.5,36.5,loamy,221.0,7.03,Rapeseed
21.3,60.7,51.4,black,94.4,6.79,Soybean
17.4,59.3,34.9,black,221.6,6.75,Sugar Beet
22.2,53.3,25.3,black,119.8,6.57,Sunflower
8.1,57.9,26.9,clayey,40.6,6.09,Rye
20.0,60.3,43.2,loamy,281.6,7.03,Sugar Beet
21.0,64.1,57.3,loamy,142.7,5.79,Corn
21.5,65.9,48.0,loamy,222.6,6.76,Sugar Beet
18.2,55.9,27.0,loamy,83.9,6.76,Cherry
16.0,56.9,21.3,clayey,106.1,6.98,Barley
24.9,68.2,62.9,sandy,153.7,6.05,Tomato
24.9,51.2,19.8,red,120.5,6.84,Sunflower
28.3,48.4,19.0,loamy,141.5,7.0,Peach
24.0,48.8,48.7,black,199.3,6.4,Corn
17.5,78.6,58.2,sandy,121.1,6.06,Potato
14.8,59.3,36.9,black,116.5,6.64,Wheat
22.2,56.4,51.4,loamy,178.2,6.78,Corn
21.4,66.1,59.2,loamy,176.1,6.03,Corn
21.7,70.9,66.0,sandy,150.1,6.43,Tomato
28.4,44.6,18.7,loamy,146.1,7.11,Peach
26.9,67.0,53.8,black,113.0,6.38,Soybean
21.8,72.3,41.9,red,183.5,6.99,Sugar Beet
16.4,41.8,30.5,sandy,121.2,6.99,Cherry
22.5,39.5,20.5,red,97.7,6.9,Peach
20.6,68.4,38.4,loamy,205.8,7.03,Sugar Beet
8.0,59.6,23.4,sandy,58.7,6.17,Rye
23.2,62.3,32.4,black,175.8,6.73,Sunflower
10.9,59.9,14.9,loamy,56.6,6.13,Rye
5.5,65.6,18.3,sandy,71.3,6.62,Rye
21.9,44.9,23.4,red,116.2,6.81,Peach
24.9,36.7,15.9,loamy,144.8,6.66,Peach
22.2,52.5,34.3,loamy,170.4,6.86,Sunflower
17.6,51.5,22.6,sandy,51.7,6.45,Cherry
22.3,81.3,66.8,loamy,166.9,6.64,Tomato
8.5,55.0,27.1,loamy,49.6,5.44,Rye
19.2,49.6,32.6,loamy,117.4,6.12,Cherry
13.4,73.1,39.9,clayey,88.9,6.08,Oats
13.8,68.5,15.6,loamy,64.9,5.46,Rye
18.3,46.4,31.1,sandy,85.8,6.14,Cherry
17.8,65.0,55.0,loamy,215.8,7.55,Sugar Beet
25.3,72.8,61.1,black,141.5,6.47,Soybean
20.7,66.2,40.4,black,177.0,7.34,Sugar Beet
